id,user_id,created_at,completed,attention_checks,prolific_start_time,prolific_end_time,event_start_time,event_end_time,total_learning_time,exp_instruction_time,total_exp_time
3538,participant_0046,2025-02-20 12:49:45.343625,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 12:36:42.456,2025-02-20 13:02:21.857,2025-02-20 12:51:02.599144,2025-02-20 12:59:29.184929,8.443096416666666,14.335719066666666,25.656683333333334
3494,participant_0099,2025-02-20 12:30:59.769901,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-20 12:25:45.353,2025-02-20 13:06:43.416,2025-02-20 12:32:26.416044,2025-02-20 13:00:23.040144,27.943735,6.6843840666666665,40.96771666666667
3414,participant_0103,2025-02-20 12:03:55.939816,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",2025-02-20 11:58:22.206,2025-02-20 12:57:18.014,2025-02-20 12:06:00.315614,2025-02-20 12:51:12.943995,45.21047301666667,7.635160233333334,58.93013333333333
3525,participant_0040,2025-02-20 12:41:46.927096,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 12:37:29.079,2025-02-20 13:11:30.323,2025-02-20 12:43:47.304398,2025-02-20 13:07:21.431660,23.568787699999998,6.303756633333333,34.02073333333333
3570,participant_0009,2025-02-20 13:08:57.931189,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:07:51.613,2025-02-20 13:25:00.020,2025-02-20 13:09:33.336931,2025-02-20 13:22:16.253909,12.715282966666667,1.69539885,17.140116666666664
3567,participant_0007,2025-02-20 13:08:24.088915,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:06:02.710,2025-02-20 13:28:17.514,2025-02-20 13:09:10.959675,2025-02-20 13:25:05.901743,15.915701133333332,3.1374945833333334,22.246733333333335
3580,participant_0106,2025-02-20 13:10:36.651605,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-2'}}",2025-02-20 13:06:55.995,2025-02-20 13:38:50.791,2025-02-20 13:11:27.828537,2025-02-20 13:31:57.296647,20.491135166666666,4.53055895,31.91326666666667
3561,participant_0008,2025-02-20 13:06:54.479719,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-1'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 13:04:53.987,2025-02-20 13:24:20.208,2025-02-20 13:07:42.284515,2025-02-20 13:19:51.535552,12.15418395,2.8049585833333333,19.43701666666667
3562,participant_0014,2025-02-20 13:07:06.506514,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",2025-02-20 13:04:43.675,2025-02-20 13:27:32.064,2025-02-20 13:08:11.131397,2025-02-20 13:23:16.033691,15.0817049,3.457606616666667,22.806483333333333
3565,participant_0102,2025-02-20 13:07:51.686321,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 13:06:20.159,2025-02-20 13:24:07.981,2025-02-20 13:08:22.763634,2025-02-20 13:21:16.944071,12.903007283333332,2.0434105666666667,17.79703333333333
3579,participant_0112,2025-02-20 13:10:28.785134,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 13:07:03.281,2025-02-20 13:50:38.829,2025-02-20 13:11:51.976364,2025-02-20 13:39:16.389252,27.40688146666667,4.8115894,43.59246666666666
3586,participant_0092,2025-02-20 13:11:15.847226,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:09:26.165,2025-02-20 13:43:40.041,2025-02-20 13:12:01.811156,2025-02-20 13:40:25.911840,28.401678066666666,2.5941026,34.23126666666667
3592,participant_0002,2025-02-20 13:13:43.476575,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 13:08:23.818,2025-02-20 13:49:37.172,2025-02-20 13:15:53.327436,2025-02-20 13:43:38.853795,27.75877265,7.491823933333333,41.222566666666665
3568,participant_0062,2025-02-20 13:08:45.581636,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 13:06:54.827,2025-02-20 13:18:36.603,2025-02-20 13:09:47.273249,2025-02-20 13:17:06.626819,7.3225595,2.87410415,11.696266666666666
3590,participant_0039,2025-02-20 13:12:32.159994,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '1'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-20 13:06:16.686,2025-02-20 13:51:46.646,2025-02-20 13:17:32.743479,2025-02-20 13:45:25.827495,27.8847336,11.267624649999998,45.49933333333333
3638,participant_0064,2025-02-20 13:40:20.334470,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 13:36:53.458,2025-02-20 14:06:36.331,2025-02-20 13:42:27.813004,2025-02-20 14:02:10.146213,19.705553483333333,5.5725834,29.71455
3630,participant_0035,2025-02-20 13:37:51.020865,False,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}}",2025-02-20 13:36:20.524,2025-02-20 13:55:47.151,2025-02-20 13:38:56.104726,2025-02-20 13:52:30.094424,13.566494966666665,2.5930121,19.443783333333332
3623,participant_0100,2025-02-20 13:29:53.944993,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 13:16:40.863,2025-02-20 14:35:56.052,2025-02-20 13:37:01.677830,2025-02-20 14:30:08.056356,53.106308766666665,20.346913833333335,79.25315
3588,participant_0047,2025-02-20 13:11:21.496177,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 13:08:21.175,2025-02-20 13:38:43.024,2025-02-20 13:15:34.987500,2025-02-20 13:35:24.241219,19.820895316666668,7.230208333333334,30.36415
3646,participant_0111,2025-02-20 13:42:12.230643,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 13:38:59.741,2025-02-20 14:11:17.875,2025-02-20 13:43:35.345567,2025-02-20 14:06:54.451219,23.31842753333333,4.593409449999999,32.302233333333334
3628,participant_0060,2025-02-20 13:37:25.073393,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",2025-02-20 13:36:13.311,2025-02-20 13:50:50.903,2025-02-20 13:38:04.456998,2025-02-20 13:47:50.495369,9.767306183333334,1.8524333000000002,14.626533333333333
3663,participant_0084,2025-02-20 13:48:16.214361,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-1'}, '3': {'correct': '-2', 'selected': '2'}, '4': {'correct': '-1', 'selected': '2'}}",,,2025-02-20 13:51:02.390405,2025-02-20 15:08:18.839220,77.27414691666667,,
3680,participant_0093,2025-02-20 13:50:58.901285,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:40:56.129,2025-02-20 14:35:49.833,2025-02-20 13:52:27.859538,2025-02-20 14:30:18.471553,37.84353358333333,11.5288423,54.89506666666667
3658,participant_0090,2025-02-20 13:45:32.550004,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 13:38:28.519,2025-02-20 14:08:01.117,2025-02-20 13:46:33.645144,2025-02-20 14:03:31.935700,16.97150926666667,8.085435733333334,29.5433
3571,participant_0097,2025-02-20 13:09:07.227006,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:02:39.417,2025-02-20 13:42:27.998,2025-02-20 13:10:41.473814,2025-02-20 13:37:03.898945,26.373752183333334,8.034280233333332,39.80968333333333
3667,participant_0004,2025-02-20 13:48:43.463159,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:42:28.219,2025-02-20 14:21:03.852,2025-02-20 13:49:48.733813,2025-02-20 14:16:53.349384,27.076926183333335,7.34191355,38.59388333333333
3649,participant_0012,2025-02-20 13:43:04.354553,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 13:39:45.197,2025-02-20 14:08:15.874,2025-02-20 13:47:10.805001,2025-02-20 14:04:01.945139,16.852335633333333,7.426800016666666,28.51128333333333
3653,participant_0038,2025-02-20 13:44:40.938028,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:40:58.827,2025-02-20 14:11:06.643,2025-02-20 13:46:01.588726,2025-02-20 14:06:54.351024,20.879371633333335,5.046028766666667,30.130266666666667
3668,participant_0028,2025-02-20 13:48:48.333750,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 13:46:08.218,2025-02-20 14:11:30.762,2025-02-20 13:49:40.521329,2025-02-20 14:07:17.431490,17.61516935,3.5383888166666666,25.375733333333336
3647,participant_0065,2025-02-20 13:42:16.856577,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-20 13:37:39.407,2025-02-20 14:26:10.924,2025-02-20 13:43:58.388026,2025-02-20 14:19:30.262867,35.531247349999994,6.316350433333333,48.52528333333333
3656,participant_0074,2025-02-20 13:45:00.049888,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 13:39:25.366,2025-02-20 14:11:59.488,2025-02-20 13:46:17.476329,2025-02-20 14:07:19.526688,21.034172650000002,6.868505483333333,32.5687
3631,participant_0056,2025-02-20 13:37:56.686372,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 13:36:32.188,2025-02-20 13:50:04.854,2025-02-20 13:38:28.008116,2025-02-20 13:48:09.778299,9.696169716666667,1.9303352666666667,13.544433333333334
3635,participant_0020,2025-02-20 13:38:42.431490,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 13:36:34.640,2025-02-20 14:01:43.906,2025-02-20 13:39:24.513633,2025-02-20 13:56:31.470800,17.115952783333334,2.831227216666667,25.154433333333333
3701,participant_0080,2025-02-20 14:07:49.399207,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-20 13:36:36.641,2025-02-20 14:28:22.066,2025-02-20 14:08:51.020787,2025-02-20 14:24:09.335458,15.305244516666667,32.23966311666667,51.757083333333334
3716,participant_0061,2025-02-20 14:33:34.300456,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 14:32:39.207,2025-02-20 14:45:50.873,2025-02-20 14:33:59.487351,2025-02-20 14:42:34.174332,8.578116349999998,1.3380058499999998,13.194433333333334
3722,participant_0083,2025-02-20 14:38:54.003145,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 14:34:56.333,2025-02-20 14:58:08.696,2025-02-20 14:40:22.772265,2025-02-20 14:54:26.619069,14.0641134,5.440654416666666,23.20605
3741,participant_0045,2025-02-20 14:47:29.662899,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '0'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 14:43:36.260,2025-02-20 15:20:40.707,2025-02-20 14:48:48.622891,2025-02-20 15:13:08.884358,24.33769111666667,5.206048183333333,37.07411666666667
3723,participant_0091,2025-02-20 14:39:00.518224,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-20 14:37:30.340,2025-02-20 14:49:48.702,2025-02-20 14:39:37.600172,2025-02-20 14:48:02.863355,8.421053050000001,2.1210028666666667,12.306033333333334
3768,participant_0066,2025-02-20 15:01:13.144865,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 14:59:15.315,2025-02-20 15:15:25.961,2025-02-20 15:02:08.300365,2025-02-20 15:13:30.586932,11.371442783333332,2.8830894166666665,16.177433333333333
3735,participant_0110,2025-02-20 14:45:36.174855,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 14:43:52.663,2025-02-20 14:56:02.691,2025-02-20 14:46:14.932547,2025-02-20 14:54:15.834117,8.015026166666667,2.3711591166666666,12.167133333333334
3766,participant_0089,2025-02-20 15:00:41.367193,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-20 14:57:10.562,2025-02-20 15:23:26.991,2025-02-20 15:01:15.813018,2025-02-20 15:18:47.844545,17.533858783333336,4.087516966666667,26.27381666666667
3727,participant_0054,2025-02-20 14:40:25.086601,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-20 14:39:08.574,2025-02-20 14:56:33.694,2025-02-20 14:40:47.918708,2025-02-20 14:54:05.105673,13.286449416666667,1.6557451333333333,17.418666666666663
3745,participant_0114,2025-02-20 14:49:01.867678,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-20 14:41:09.675,2025-02-20 15:24:18.697,2025-02-20 14:51:57.266166,2025-02-20 15:20:32.741158,28.591249866666665,10.793186100000002,43.15036666666666
