id,user_id,created_at,completed,attention_checks,prolific_start_time,prolific_end_time,event_start_time,event_end_time,total_learning_time,exp_instruction_time,total_exp_time,study_group
4042,participant_0072,2025-02-23 04:02:06.965365,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 03:33:25.726,2025-02-23 04:54:22.579,2025-02-23 04:07:00.943361,2025-02-23 04:48:12.340918,41.18995928333333,33.58695601666667,80.94755,chat
4031,participant_0032,2025-02-23 03:25:09.534798,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 03:21:47.899,2025-02-23 03:57:41.407,2025-02-23 03:26:12.957828,2025-02-23 03:51:07.473794,24.908599433333332,4.417647133333333,35.891799999999996,chat
4043,participant_0013,2025-02-23 04:04:55.068937,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 03:57:43.220,2025-02-23 05:01:45.420,2025-02-23 04:06:24.870659,2025-02-23 04:52:20.978634,45.93513291666667,8.69417765,64.03666666666666,chat
4493,participant_0090,2025-02-24 13:04:31.861451,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-24 12:58:22.404,2025-02-24 13:45:26.804,2025-02-24 13:07:15.670219,2025-02-24 13:39:35.258796,32.326476283333335,8.887770316666666,47.07333333333334,chat
3941,participant_0035,2025-02-22 23:44:21.073684,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-22 23:36:33.354,2025-02-23 00:55:46.734,2025-02-22 23:45:30.697807,2025-02-23 00:51:20.029703,65.82219826666667,8.955730116666667,79.223,chat
3956,participant_0086,2025-02-23 00:15:31.273129,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 00:12:49.293,2025-02-23 00:50:41.510,2025-02-23 00:16:52.987683,2025-02-23 00:48:05.545990,31.209305116666663,4.06157805,37.87028333333333,chat
4056,participant_0003,2025-02-23 04:32:56.034629,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 04:26:14.434,2025-02-23 05:04:42.366,2025-02-23 04:33:56.656170,2025-02-23 05:01:19.827738,27.3861928,7.703702833333334,38.46553333333333,chat
4083,participant_0083,2025-02-23 05:42:40.711470,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 05:39:24.593,2025-02-23 06:28:57.315,2025-02-23 05:43:41.008988,2025-02-23 06:23:40.220275,39.986854783333335,4.2735998,49.54536666666667,chat
4498,participant_0057,2025-02-24 13:28:15.560766,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",,,2025-02-24 13:29:28.000887,2025-02-24 13:53:01.999073,23.566636433333333,,,chat
4070,participant_0047,2025-02-23 05:15:36.303475,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-23 05:08:27.594,2025-02-23 05:44:53.374,2025-02-23 05:17:24.228545,2025-02-23 05:40:07.301287,22.717879033333336,8.943909083333333,36.42966666666667,chat
3966,participant_0103,2025-02-23 00:53:30.485982,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",2025-02-23 00:44:38.740,2025-02-23 01:20:00.504,2025-02-23 00:54:32.886402,2025-02-23 01:14:14.460341,19.692898983333336,9.902440033333331,35.36273333333334,chat
4065,participant_0124,2025-02-23 05:06:30.577122,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 05:02:31.701,2025-02-23 05:38:14.842,2025-02-23 05:08:17.835192,2025-02-23 05:33:32.286137,25.240849083333337,5.7689032,35.71901666666667,chat
4068,participant_0045,2025-02-23 05:12:20.186342,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 05:04:43.099,2025-02-23 06:04:39.835,2025-02-23 05:14:28.535474,2025-02-23 05:55:16.253800,40.79530543333333,9.757274566666666,59.9456,chat
3987,participant_0026,2025-02-23 01:26:40.813416,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 01:23:12.630,2025-02-23 02:01:56.806,2025-02-23 01:28:29.399287,2025-02-23 01:57:17.551985,28.80254496666667,5.279488116666667,38.736266666666666,chat
3984,participant_0029,2025-02-23 01:22:39.613649,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 01:17:44.582,2025-02-23 02:07:04.296,2025-02-23 01:24:07.628319,2025-02-23 01:59:42.173648,35.57575548333333,6.384105316666666,49.32856666666667,chat
3975,participant_0134,2025-02-23 01:04:23.314309,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-23 00:57:48.620,2025-02-23 01:42:02.329,2025-02-23 01:05:10.664133,2025-02-23 01:38:36.004291,33.422335966666665,7.367402216666666,44.22848333333333,chat
3995,participant_0098,2025-02-23 01:48:04.859299,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 01:42:25.366,2025-02-23 02:20:15.175,2025-02-23 01:49:37.284608,2025-02-23 02:16:10.428111,26.552391716666666,7.198643466666667,37.83015,chat
4088,participant_0058,2025-02-23 05:50:14.902267,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-23 05:45:14.602,2025-02-23 06:52:48.949,2025-02-23 05:52:24.390451,2025-02-23 06:45:56.075680,53.528087150000005,7.16314085,67.57245,chat
4504,participant_0038,2025-02-24 13:45:37.852103,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-24 13:27:21.933,2025-02-24 14:27:24.999,2025-02-24 13:47:56.423964,2025-02-24 14:23:14.767658,35.30572823333333,20.5748494,60.0511,chat
4018,participant_0018,2025-02-23 02:48:28.364138,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 02:25:57.190,2025-02-23 03:14:06.070,2025-02-23 02:51:03.704271,2025-02-23 03:12:05.249838,21.02575945,25.108571183333332,48.148,chat
4021,participant_0002,2025-02-23 02:52:22.853154,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 02:40:03.312,2025-02-23 04:14:00.651,2025-02-23 02:58:39.791145,2025-02-23 03:59:25.480886,60.76149568333334,18.60798575,93.95565,chat
4004,participant_0096,2025-02-23 02:04:35.247037,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-23 02:02:03.477,2025-02-23 02:40:02.962,2025-02-23 02:05:25.638065,2025-02-23 02:33:17.980497,27.872373866666667,3.3693510833333336,37.991416666666666,chat
4148,participant_0055,2025-02-23 07:10:27.391819,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 07:03:43.352,2025-02-23 07:52:32.301,2025-02-23 07:12:02.455216,2025-02-23 07:47:16.495458,35.234004033333335,8.318386933333333,48.81581666666667,chat
4090,participant_0051,2025-02-23 05:56:07.760803,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 04:54:23.810,2025-02-23 06:22:24.697,2025-02-23 05:56:24.619026,2025-02-23 06:18:34.044456,22.1570905,62.01348376666667,88.01478333333333,chat
4137,participant_0019,2025-02-23 06:37:18.639935,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 06:29:51.666,2025-02-23 07:12:25.946,2025-02-23 06:38:33.890649,2025-02-23 07:01:25.409687,22.858650633333333,8.70374415,42.571333333333335,chat
4152,participant_0118,2025-02-23 07:18:10.836642,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 06:53:45.729,2025-02-23 08:10:10.931,2025-02-23 07:26:37.512379,2025-02-23 08:06:42.035923,40.075392400000005,32.863056316666665,76.42003333333334,chat
4101,participant_0017,2025-02-23 06:08:41.447772,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-23 06:05:53.260,2025-02-23 07:02:18.488,2025-02-23 06:10:47.389915,2025-02-23 06:53:36.139934,42.812500316666664,4.9021652499999995,56.42046666666667,chat
4143,participant_0125,2025-02-23 06:58:43.250393,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 06:22:25.240,2025-02-23 07:19:16.288,2025-02-23 07:01:24.872835,2025-02-23 07:15:43.015533,14.3023783,38.99388058333333,56.8508,chat
4154,participant_0095,2025-02-23 07:22:58.092997,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 07:20:53.705,2025-02-23 07:51:12.937,2025-02-23 07:23:33.375428,2025-02-23 07:39:00.682623,15.455119916666666,2.6611738,30.320533333333337,chat
4514,participant_0043,2025-02-24 14:29:59.124428,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-24 14:27:54.585,2025-02-24 15:08:34.755,2025-02-24 14:31:07.758444,2025-02-24 15:04:22.213801,33.240922616666666,3.2195574,40.6695,chat
4166,participant_0089,2025-02-23 08:02:19.920082,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2025-02-23 07:51:16.950,2025-02-23 09:01:11.543,2025-02-23 08:06:08.351104,2025-02-23 08:53:33.978579,47.42712458333333,14.856685066666667,69.90988333333333,chat
4164,participant_0008,2025-02-23 08:00:36.516813,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2025-02-23 07:55:40.600,2025-02-23 09:03:49.889,2025-02-23 08:02:09.425554,2025-02-23 08:56:14.664354,54.087313333333334,6.4804259,68.15481666666668,chat
4184,participant_0009,2025-02-23 08:17:49.792457,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 08:10:25.410,2025-02-23 09:28:26.674,2025-02-23 08:22:44.884990,2025-02-23 09:24:58.692236,62.230120766666666,12.324583166666669,78.02106666666667,chat
4509,participant_0120,2025-02-24 14:10:51.053570,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-24 13:52:38.166,2025-02-24 15:15:05.241,2025-02-24 14:12:30.730064,2025-02-24 15:12:29.853254,59.9853865,19.876067733333333,82.45125,chat
4521,participant_0119,2025-02-24 15:14:49.538570,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-24 15:08:34.905,2025-02-24 15:49:54.438,2025-02-24 15:16:31.777955,2025-02-24 15:43:56.794236,27.416938016666663,7.947882583333333,41.32555,chat
4523,participant_0062,2025-02-24 15:18:21.026374,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-24 15:15:47.483,2025-02-24 15:41:39.886,2025-02-24 15:19:30.985720,2025-02-24 15:37:56.661575,18.427930916666664,3.7250453333333335,25.873383333333333,chat
4196,participant_0082,2025-02-23 10:42:00.089820,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 10:40:26.584,2025-02-23 11:01:17.464,2025-02-23 10:42:37.389464,2025-02-23 10:57:27.631574,14.8373685,2.180091066666667,20.848000000000003,chat
4209,participant_0044,2025-02-23 11:09:34.206562,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2025-02-23 11:05:55.079,2025-02-23 11:48:16.554,2025-02-23 11:10:25.063891,2025-02-23 11:43:13.059355,32.7999244,4.499748183333334,42.35791666666667,chat
4214,participant_0112,2025-02-23 11:20:59.215632,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 11:17:11.513,2025-02-23 11:56:34.035,2025-02-23 11:23:14.579060,2025-02-23 11:52:00.902493,28.772057216666667,6.051101,39.375366666666665,chat
4533,participant_0007,2025-02-24 15:56:29.704597,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-24 15:42:37.222,2025-02-24 16:33:44.068,2025-02-24 16:01:11.199340,2025-02-24 16:26:38.706800,25.458457666666668,18.566289,51.1141,chat
4197,participant_0137,2025-02-23 10:42:07.197579,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",2025-02-23 10:39:14.321,2025-02-23 11:16:35.899,2025-02-23 10:42:56.190933,2025-02-23 11:12:29.253317,29.551039733333333,3.697832216666667,37.359633333333335,chat
4199,participant_0111,2025-02-23 10:42:28.520556,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",2025-02-23 10:34:14.665,2025-02-23 11:20:50.929,2025-02-23 10:44:46.880996,2025-02-23 11:15:24.641886,30.629348166666663,10.536933266666669,46.604400000000005,chat
